model,harness,benchmark,task_id,sample,correct,mean_entropy,n_tokens
Gemma-4-31B-IT,directllm,MMMU-Pro vision,mmmu_pro_test_Art_Theory_52,0,0,0.2733095014844127,688.0
Gemma-4-31B-IT,directllm,MMMU-Pro vision,mmmu_pro_test_Art_Theory_53,0,0,0.2005042389410846,583.0
Gemma-4-31B-IT,directllm,MMMU-Pro vision,mmmu_pro_test_Basic_Medical_Science_100,0,1,0.2223937841189195,1175.0
Gemma-4-31B-IT,directllm,MMMU-Pro vision,mmmu_pro_test_Basic_Medical_Science_106,0,1,0.21646872011272963,854.0
Gemma-4-31B-IT,directllm,MMMU-Pro vision,mmmu_pro_test_Basic_Medical_Science_107,0,1,0.3676684830822187,534.0
Gemma-4-31B-IT,directllm,MMMU-Pro vision,mmmu_pro_test_Basic_Medical_Science_148,0,1,0.22090070674896098,715.0
Gemma-4-31B-IT,directllm,MMMU-Pro vision,mmmu_pro_test_Basic_Medical_Science_158,0,1,0.17739445891678088,1234.0
Gemma-4-31B-IT,directllm,MMMU-Pro vision,mmmu_pro_test_Basic_Medical_Science_177,0,0,0.2925449985921573,982.0
Gemma-4-31B-IT,directllm,MMMU-Pro vision,mmmu_pro_test_Basic_Medical_Science_179,0,1,0.25039652440769744,963.0
Gemma-4-31B-IT,directllm,MMMU-Pro vision,mmmu_pro_test_Basic_Medical_Science_181,0,0,0.05546884210215809,19192.0
Gemma-4-31B-IT,directllm,MMMU-Pro vision,mmmu_pro_test_Basic_Medical_Science_209,0,0,0.25112351947675404,1083.0
Gemma-4-31B-IT,directllm,MMMU-Pro vision,mmmu_pro_test_Basic_Medical_Science_216,0,1,0.1916415736921947,752.0
Gemma-4-31B-IT,directllm,MMMU-Pro vision,mmmu_pro_test_Basic_Medical_Science_218,0,1,0.24220463665117703,729.0
Gemma-4-31B-IT,directllm,MMMU-Pro vision,mmmu_pro_test_Basic_Medical_Science_219,0,1,0.24165262251899775,1008.0
Gemma-4-31B-IT,directllm,MMMU-Pro vision,mmmu_pro_test_Basic_Medical_Science_221,0,1,0.34168193632897714,1906.0
Gemma-4-31B-IT,directllm,MMMU-Pro vision,mmmu_pro_test_Basic_Medical_Science_222,0,0,0.2744320693183809,1282.0
Gemma-4-31B-IT,directllm,MMMU-Pro vision,mmmu_pro_test_Basic_Medical_Science_230,0,1,0.297472764113324,1762.0
Gemma-4-31B-IT,directllm,MMMU-Pro vision,mmmu_pro_test_Basic_Medical_Science_233,0,0,0.3111746379325551,1807.0
Gemma-4-31B-IT,directllm,MMMU-Pro vision,mmmu_pro_test_Basic_Medical_Science_24,0,0,0.284762999194791,1663.0
Gemma-4-31B-IT,directllm,MMMU-Pro vision,mmmu_pro_test_Basic_Medical_Science_240,0,1,0.21395063052798272,3764.0
Gemma-4-31B-IT,directllm,MMMU-Pro vision,mmmu_pro_test_Basic_Medical_Science_247,0,1,0.3893992769968622,2932.0
Gemma-4-31B-IT,directllm,MMMU-Pro vision,mmmu_pro_test_Basic_Medical_Science_253,0,1,0.24277452576289335,640.0
Gemma-4-31B-IT,directllm,MMMU-Pro vision,mmmu_pro_test_Basic_Medical_Science_261,0,1,0.2150755754261713,756.0
Gemma-4-31B-IT,directllm,MMMU-Pro vision,mmmu_pro_test_Basic_Medical_Science_262,0,1,0.12496612704539997,1290.0
Gemma-4-31B-IT,directllm,MMMU-Pro vision,mmmu_pro_test_Basic_Medical_Science_267,0,0,0.16179095212363992,892.0
Gemma-4-31B-IT,directllm,MMMU-Pro vision,mmmu_pro_test_Basic_Medical_Science_269,0,1,0.26156085743708457,823.0
Gemma-4-31B-IT,directllm,MMMU-Pro vision,mmmu_pro_test_Basic_Medical_Science_27,0,1,0.24194818725679737,1021.0
Gemma-4-31B-IT,directllm,MMMU-Pro vision,mmmu_pro_test_Basic_Medical_Science_270,0,1,0.23397022731009198,999.0
Gemma-4-31B-IT,directllm,MMMU-Pro vision,mmmu_pro_test_Basic_Medical_Science_283,0,0,0.2871804925427484,1062.0
Gemma-4-31B-IT,directllm,MMMU-Pro vision,mmmu_pro_test_Basic_Medical_Science_29,0,1,0.31526511728718487,7878.0
Gemma-4-31B-IT,directllm,MMMU-Pro vision,mmmu_pro_test_Basic_Medical_Science_291,0,1,0.20603516710585862,1172.0
Gemma-4-31B-IT,directllm,MMMU-Pro vision,mmmu_pro_test_Basic_Medical_Science_30,0,0,0.316197908593162,1082.0
Gemma-4-31B-IT,directllm,MMMU-Pro vision,mmmu_pro_test_Basic_Medical_Science_313,0,0,0.2512693333721835,1031.0
Gemma-4-31B-IT,directllm,MMMU-Pro vision,mmmu_pro_test_Basic_Medical_Science_35,0,1,0.279397649569691,1146.0
Gemma-4-31B-IT,directllm,MMMU-Pro vision,mmmu_pro_test_Basic_Medical_Science_41,0,1,0.2529345665705379,1079.0
