benchmark,harness,outcome,metric,trajectory_records,missing,count,mean,median,std,min,p25,p75,max
HLE,OpenCode,success,wall_time_sec,82,0,82,237.206259,166.060517,204.754975,46.614541,111.409085,265.977224,1095.195753
HLE,OpenCode,success,action_event_count,82,0,82,65.109756,52.000000,47.246630,24.000000,44.000000,70.000000,330.000000
HLE,OpenCode,success,tool_call_count,82,0,82,1.597561,0.000000,6.326213,0.000000,0.000000,0.000000,54.000000
HLE,OpenCode,unknown,mean_entropy,1,0,1,0.259921,0.259921,0.000000,0.259921,0.259921,0.259921,0.259921
HLE,OpenCode,unknown,max_entropy,1,0,1,2.393833,2.393833,0.000000,2.393833,2.393833,2.393833,2.393833
HLE,OpenCode,unknown,p50_entropy,1,0,1,0.016032,0.016032,0.000000,0.016032,0.016032,0.016032,0.016032
HLE,OpenCode,unknown,p90_entropy,1,0,1,1.021530,1.021530,0.000000,1.021530,1.021530,1.021530,1.021530
HLE,OpenCode,unknown,n_tokens,1,0,1,4729.000000,4729.000000,0.000000,4729.000000,4729.000000,4729.000000,4729.000000
HLE,OpenCode,unknown,wall_time_sec,1,0,1,2400.590384,2400.590384,0.000000,2400.590384,2400.590384,2400.590384,2400.590384
HLE,OpenCode,unknown,action_event_count,1,0,1,92.000000,92.000000,0.000000,92.000000,92.000000,92.000000,92.000000
HLE,OpenCode,unknown,tool_call_count,1,0,1,4.000000,4.000000,0.000000,4.000000,4.000000,4.000000,4.000000
HLE,ZeroClaw,failure,mean_entropy,503,0,503,0.310747,0.337804,0.144414,0.000000,0.243466,0.407211,0.610935
HLE,ZeroClaw,failure,max_entropy,503,0,503,2.250929,2.483858,0.744625,0.000000,2.321280,2.601616,2.903153
HLE,ZeroClaw,failure,p50_entropy,503,0,503,0.066817,0.029592,0.085235,0.000000,0.002711,0.097915,0.431347
HLE,ZeroClaw,failure,p90_entropy,503,0,503,0.994888,1.122562,0.410175,0.000000,0.891140,1.255951,1.654196
HLE,ZeroClaw,failure,n_tokens,503,47,456,2287.010965,1597.000000,2001.738653,242.000000,1097.250000,2688.500000,13741.000000
HLE,ZeroClaw,failure,wall_time_sec,503,0,503,521.275171,234.325838,697.994179,32.089758,119.181919,609.014086,2419.860417
HLE,ZeroClaw,failure,action_event_count,503,0,503,42.353877,32.000000,43.276333,1.000000,23.500000,47.000000,522.000000
HLE,ZeroClaw,failure,tool_call_count,503,0,503,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
HLE,ZeroClaw,success,mean_entropy,88,0,88,0.337373,0.349062,0.103140,0.105911,0.261790,0.414406,0.546885
HLE,ZeroClaw,success,max_entropy,88,0,88,2.479677,2.489966,0.164270,2.010946,2.368715,2.592624,2.811526
HLE,ZeroClaw,success,p50_entropy,88,0,88,0.070521,0.044486,0.078236,0.000105,0.007349,0.101518,0.360304
HLE,ZeroClaw,success,p90_entropy,88,0,88,1.086627,1.136369,0.235342,0.395817,0.940446,1.252263,1.526722
HLE,ZeroClaw,success,n_tokens,88,0,88,2339.715909,1590.000000,1961.293653,508.000000,1196.500000,2659.750000,13605.000000
HLE,ZeroClaw,success,wall_time_sec,88,0,88,247.184791,200.252595,167.657373,52.117639,124.265982,315.354539,922.884799
HLE,ZeroClaw,success,action_event_count,88,0,88,56.181818,35.500000,57.508012,9.000000,27.500000,57.000000,400.000000
HLE,ZeroClaw,success,tool_call_count,88,0,88,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
