model,harness,benchmark,task_id,sample,correct,mean_entropy,n_tokens
Gemma4-31B,opencode,AIME,aime_18,1,1,0.13177371100969748,10123
Gemma4-31B,opencode,AIME,aime_18,2,1,0.12632391672632015,10321
Gemma4-31B,opencode,AIME,aime_18,3,1,0.13052881334211594,9855
Gemma4-31B,opencode,AIME,aime_19,0,1,0.0853008566413497,1626
Gemma4-31B,opencode,AIME,aime_19,1,1,0.11884193648892151,2106
Gemma4-31B,opencode,AIME,aime_19,2,1,0.12933792135541972,2200
Gemma4-31B,opencode,AIME,aime_19,3,1,0.1225521166359225,2157
Gemma4-31B,opencode,AIME,aime_2,0,1,0.12291808421984736,4101
Gemma4-31B,opencode,AIME,aime_2,1,1,0.10168501619733157,4843
Gemma4-31B,opencode,AIME,aime_2,2,1,0.14333686041880359,5850
Gemma4-31B,opencode,AIME,aime_2,3,1,0.11808525632655434,8071
Gemma4-31B,opencode,AIME,aime_20,0,1,0.11174381476291817,4636
Gemma4-31B,opencode,AIME,aime_20,1,1,0.07795575313822106,3356
Gemma4-31B,opencode,AIME,aime_20,2,1,0.0949017303283974,3295
Gemma4-31B,opencode,AIME,aime_20,3,1,0.1137319771142825,4601
Gemma4-31B,opencode,AIME,aime_21,0,1,0.1746498228555193,3773
Gemma4-31B,opencode,AIME,aime_21,1,1,0.11888748900569024,3735
Gemma4-31B,opencode,AIME,aime_21,2,1,0.14109299855177942,3614
Gemma4-31B,opencode,AIME,aime_21,3,1,0.1512326468463493,3635
Gemma4-31B,opencode,AIME,aime_22,0,1,0.0981267505423954,4695
Gemma4-31B,opencode,AIME,aime_22,1,1,0.08503588479326106,4740
Gemma4-31B,opencode,AIME,aime_22,2,1,0.11615685453579172,6337
Gemma4-31B,opencode,AIME,aime_22,3,1,0.11277807426612811,5039
Gemma4-31B,opencode,AIME,aime_23,0,1,0.0873025169907491,3800
Gemma4-31B,opencode,AIME,aime_23,1,1,0.09150616445918251,4956
Gemma4-31B,opencode,AIME,aime_23,2,1,0.11388182465015459,5758
Gemma4-31B,opencode,AIME,aime_23,3,1,0.10784265802823705,7502
Gemma4-31B,opencode,AIME,aime_24,0,1,0.10415004609778025,7915
Gemma4-31B,opencode,AIME,aime_24,1,1,0.10051286616726075,9339
Gemma4-31B,opencode,AIME,aime_24,2,1,0.0971509626688609,5594
Gemma4-31B,opencode,AIME,aime_24,3,1,0.09978040993392882,6849
Gemma4-31B,opencode,AIME,aime_25,0,1,0.12295290256895505,8003
Gemma4-31B,opencode,AIME,aime_25,1,1,0.14149254199963385,6780
Gemma4-31B,opencode,AIME,aime_25,2,1,0.15131490497307262,8728
Gemma4-31B,opencode,AIME,aime_25,3,1,0.1348166264377728,9894
Gemma4-31B,opencode,AIME,aime_26,0,1,0.1284351280653552,7483
Gemma4-31B,opencode,AIME,aime_26,1,1,0.10046963347376668,7176
Gemma4-31B,opencode,AIME,aime_26,2,1,0.13896774442175505,9000
Gemma4-31B,opencode,AIME,aime_26,3,1,0.1018969741966326,12751
Gemma4-31B,opencode,AIME,aime_27,0,1,0.08269508516449822,6972
Gemma4-31B,opencode,AIME,aime_27,1,1,0.09456798075236339,9999
Gemma4-31B,opencode,AIME,aime_27,2,1,0.09268400979688159,9578
Gemma4-31B,opencode,AIME,aime_27,3,1,0.10108845973484407,7860
Gemma4-31B,opencode,AIME,aime_28,0,1,0.15351286385840685,24026
Gemma4-31B,opencode,AIME,aime_28,1,1,0.1553427045898922,20330
Gemma4-31B,opencode,AIME,aime_28,2,1,0.1405147556559307,21700
Gemma4-31B,opencode,AIME,aime_29,0,1,0.10384810477638118,684
Gemma4-31B,opencode,AIME,aime_29,1,1,0.10496827153745526,691
Gemma4-31B,opencode,AIME,aime_29,2,1,0.10504555568883407,695
Gemma4-31B,opencode,AIME,aime_29,3,1,0.10441026874148177,684
Gemma4-31B,opencode,AIME,aime_3,0,1,0.11829748904438592,3283
Gemma4-31B,opencode,AIME,aime_3,1,1,0.13381145462669605,3356
Gemma4-31B,opencode,AIME,aime_3,2,1,0.10766454969527993,2306
Gemma4-31B,opencode,AIME,aime_3,3,1,0.1339591533595757,3347
Gemma4-31B,opencode,AIME,aime_30,0,1,0.1386422416980191,3958
Gemma4-31B,opencode,AIME,aime_30,1,1,0.14692010236759875,3910
Gemma4-31B,opencode,AIME,aime_30,2,1,0.13991872065825298,3002
Gemma4-31B,opencode,AIME,aime_30,3,1,0.12838011753029374,3135
Gemma4-31B,opencode,AIME,aime_4,0,1,0.15882773672840758,1756
Gemma4-31B,opencode,AIME,aime_4,1,1,0.15981773206018332,1118
Gemma4-31B,opencode,AIME,aime_4,2,1,0.1273984740318894,2061
Gemma4-31B,opencode,AIME,aime_4,3,1,0.12465878073402731,1986
Gemma4-31B,opencode,AIME,aime_5,0,1,0.07999109533147455,2291
Gemma4-31B,opencode,AIME,aime_5,1,1,0.08651650659347701,2335
Gemma4-31B,opencode,AIME,aime_5,2,1,0.0813155707430128,2410
Gemma4-31B,opencode,AIME,aime_5,3,1,0.08644569983478224,2336
Gemma4-31B,opencode,AIME,aime_6,0,1,0.08543275231443827,3548
Gemma4-31B,opencode,AIME,aime_6,1,1,0.11260075460074428,4250
Gemma4-31B,opencode,AIME,aime_6,2,1,0.07320331227856552,3144
Gemma4-31B,opencode,AIME,aime_6,3,1,0.14884406510639578,6229
Gemma4-31B,opencode,AIME,aime_7,0,1,0.09523191472537469,3062
Gemma4-31B,opencode,AIME,aime_7,1,1,0.09759939563754523,3680
Gemma4-31B,opencode,AIME,aime_7,2,1,0.1014489782416569,4173
Gemma4-31B,opencode,AIME,aime_7,3,1,0.0925284134807963,4707
Gemma4-31B,opencode,AIME,aime_8,0,1,0.10995283051965536,4869
Gemma4-31B,opencode,AIME,aime_8,1,1,0.1050283477038413,5380
Gemma4-31B,opencode,AIME,aime_8,2,1,0.11985443661277363,5619
Gemma4-31B,opencode,AIME,aime_8,3,1,0.09977663068159844,5025
Gemma4-31B,opencode,AIME,aime_9,0,1,0.1643914336156601,2785
Gemma4-31B,opencode,AIME,aime_9,1,1,0.14942427734983543,1851
Gemma4-31B,opencode,AIME,aime_9,2,1,0.16178880934593606,4740
Gemma4-31B,opencode,AIME,aime_9,3,1,0.16869914686266665,5542
Gemma4-31B,opencode,GPQA,gpqa_0,0,1,0.1949311935438539,1067
Gemma4-31B,opencode,GPQA,gpqa_1,0,1,0.17345634831256798,2129
Gemma4-31B,opencode,GPQA,gpqa_10,0,1,0.18721944194688886,5837
Gemma4-31B,opencode,GPQA,gpqa_100,0,1,0.24207974069115945,5743
Gemma4-31B,opencode,GPQA,gpqa_101,0,1,0.2082565483003551,10655
Gemma4-31B,opencode,GPQA,gpqa_102,0,0,0.05131688305428691,66140
Gemma4-31B,opencode,GPQA,gpqa_103,0,0,0.2238833317886331,26776
Gemma4-31B,opencode,GPQA,gpqa_104,0,1,0.20803427803656516,5107
Gemma4-31B,opencode,GPQA,gpqa_105,0,1,0.25624948784065466,2792
Gemma4-31B,opencode,GPQA,gpqa_106,0,1,0.2590038987950932,13708
Gemma4-31B,opencode,GPQA,gpqa_107,0,1,0.17849533814246069,7833
Gemma4-31B,opencode,GPQA,gpqa_108,0,0,0.2795940314183828,33895
Gemma4-31B,opencode,GPQA,gpqa_109,0,0,0.21190645643606398,12573
Gemma4-31B,opencode,GPQA,gpqa_11,0,1,0.19061216316679333,1794
Gemma4-31B,opencode,GPQA,gpqa_110,0,1,0.2822400642150338,5183
Gemma4-31B,opencode,GPQA,gpqa_111,0,1,0.2281473223464107,8266
Gemma4-31B,opencode,GPQA,gpqa_112,0,1,0.15204595647334002,7711
Gemma4-31B,opencode,GPQA,gpqa_113,0,1,0.22285511684797704,5700
Gemma4-31B,opencode,GPQA,gpqa_114,0,1,0.27246373450131656,7115
Gemma4-31B,opencode,GPQA,gpqa_115,0,1,0.27349842481959424,4746
Gemma4-31B,opencode,GPQA,gpqa_116,0,1,0.241311359449099,8447
Gemma4-31B,opencode,GPQA,gpqa_117,0,1,0.3000607001865505,4876
Gemma4-31B,opencode,GPQA,gpqa_118,0,1,0.18489373845591794,4647
Gemma4-31B,opencode,GPQA,gpqa_119,0,1,0.2809157566235946,7895
Gemma4-31B,opencode,GPQA,gpqa_12,0,1,0.15804583880333495,3918
Gemma4-31B,opencode,GPQA,gpqa_120,0,0,0.207718905280597,9311
Gemma4-31B,opencode,GPQA,gpqa_121,0,1,0.22358840861873536,1255
Gemma4-31B,opencode,GPQA,gpqa_122,0,1,0.2821301186472089,3858
Gemma4-31B,opencode,GPQA,gpqa_123,0,1,0.2218315700498835,4574
Gemma4-31B,opencode,GPQA,gpqa_124,0,1,0.2386776486123682,4841
Gemma4-31B,opencode,GPQA,gpqa_125,0,1,0.20250628652313687,9761
Gemma4-31B,opencode,GPQA,gpqa_126,0,1,0.15160304150581247,3088
Gemma4-31B,opencode,GPQA,gpqa_127,0,1,0.18272387315935368,12478
Gemma4-31B,opencode,GPQA,gpqa_128,0,1,0.20274298858168713,8193
Gemma4-31B,opencode,GPQA,gpqa_129,0,0,0.23778472719879198,9778
Gemma4-31B,opencode,GPQA,gpqa_13,0,1,0.10891269842737604,820
Gemma4-31B,opencode,GPQA,gpqa_130,0,1,0.21580994313449,1325
Gemma4-31B,opencode,GPQA,gpqa_131,0,1,0.21569081649497385,5831
Gemma4-31B,opencode,GPQA,gpqa_132,0,1,0.26936190147160816,4885
Gemma4-31B,opencode,GPQA,gpqa_133,0,1,0.22235350658025482,9940
Gemma4-31B,opencode,GPQA,gpqa_134,0,1,0.19525186601552527,5651
Gemma4-31B,opencode,GPQA,gpqa_135,0,0,0.29674737397453815,11289
Gemma4-31B,opencode,GPQA,gpqa_136,0,1,0.18955558470293207,2319
Gemma4-31B,opencode,GPQA,gpqa_137,0,1,0.22266190763387766,4294
Gemma4-31B,opencode,GPQA,gpqa_138,0,1,0.18665720070323844,1920
Gemma4-31B,opencode,GPQA,gpqa_139,0,1,0.22730995306576077,3598
Gemma4-31B,opencode,GPQA,gpqa_14,0,1,0.27946727977404057,2001
Gemma4-31B,opencode,GPQA,gpqa_140,0,1,0.23050764771922638,4381
Gemma4-31B,opencode,GPQA,gpqa_141,0,1,0.22180528512102618,2477
Gemma4-31B,opencode,GPQA,gpqa_142,0,1,0.19207462496423894,9415
Gemma4-31B,opencode,GPQA,gpqa_143,0,0,0.010496922957345261,133336
Gemma4-31B,opencode,GPQA,gpqa_144,0,1,0.2242568211515736,2315
Gemma4-31B,opencode,GPQA,gpqa_145,0,1,0.25592924345048707,3683
Gemma4-31B,opencode,GPQA,gpqa_146,0,1,0.23110651613939087,1912
Gemma4-31B,opencode,GPQA,gpqa_147,0,1,0.1038308558764718,1403
Gemma4-31B,opencode,GPQA,gpqa_148,0,1,0.10745286755659426,2148
Gemma4-31B,opencode,GPQA,gpqa_149,0,0,0.1620568970602472,8202
Gemma4-31B,opencode,GPQA,gpqa_15,0,1,0.21727636959080002,3081
Gemma4-31B,opencode,GPQA,gpqa_150,0,1,0.14153226967056057,3495
Gemma4-31B,opencode,GPQA,gpqa_151,0,1,0.14358078826511864,1315
Gemma4-31B,opencode,GPQA,gpqa_152,0,1,0.10400922377387004,978
Gemma4-31B,opencode,GPQA,gpqa_153,0,1,0.30995046313874725,1383
Gemma4-31B,opencode,GPQA,gpqa_154,0,1,0.12273025994392707,1585
Gemma4-31B,opencode,GPQA,gpqa_155,0,1,0.1714850108360377,2087
Gemma4-31B,opencode,GPQA,gpqa_156,0,1,0.1126705523631412,1361
Gemma4-31B,opencode,GPQA,gpqa_157,0,1,0.1948117965994305,1072
Gemma4-31B,opencode,GPQA,gpqa_158,0,1,0.21589871930998775,2241
Gemma4-31B,opencode,GPQA,gpqa_159,0,1,0.11583138476344004,1862
Gemma4-31B,opencode,GPQA,gpqa_16,0,1,0.18298170202934483,1935
Gemma4-31B,opencode,GPQA,gpqa_160,0,1,0.09718948692871067,4329
Gemma4-31B,opencode,GPQA,gpqa_161,0,1,0.1428814460823198,4976
Gemma4-31B,opencode,GPQA,gpqa_162,0,1,0.11877635947018968,4928
Gemma4-31B,opencode,GPQA,gpqa_163,0,1,0.14540376414651843,6456
Gemma4-31B,opencode,GPQA,gpqa_164,0,1,0.07019853783707312,1804
Gemma4-31B,opencode,GPQA,gpqa_165,0,1,0.08233393669900951,1530
Gemma4-31B,opencode,GPQA,gpqa_166,0,1,0.055949349043851945,966
Gemma4-31B,opencode,GPQA,gpqa_167,0,1,0.09994190329469155,2359
Gemma4-31B,opencode,GPQA,gpqa_168,0,1,0.06239093993070986,1875
Gemma4-31B,opencode,GPQA,gpqa_169,0,1,0.2976231201193402,1811
Gemma4-31B,opencode,GPQA,gpqa_17,0,1,0.09361165701702362,1769
Gemma4-31B,opencode,GPQA,gpqa_170,0,1,0.08044587536290575,1080
Gemma4-31B,opencode,GPQA,gpqa_171,0,1,0.10146531280149014,1942
Gemma4-31B,opencode,GPQA,gpqa_172,0,1,0.15713900153480193,8332
Gemma4-31B,opencode,GPQA,gpqa_173,0,1,0.17098248237637917,19525
Gemma4-31B,opencode,GPQA,gpqa_174,0,1,0.15056246381605132,4305
Gemma4-31B,opencode,GPQA,gpqa_175,0,1,0.14566049762789768,1626
Gemma4-31B,opencode,GPQA,gpqa_176,0,1,0.12053365083973079,2656
Gemma4-31B,opencode,GPQA,gpqa_177,0,1,0.1231622196422156,958
Gemma4-31B,opencode,GPQA,gpqa_178,0,1,0.165296051009615,4877
Gemma4-31B,opencode,GPQA,gpqa_179,0,1,0.09675145786874421,2459
Gemma4-31B,opencode,GPQA,gpqa_18,0,1,0.20213728727648875,33442
Gemma4-31B,opencode,GPQA,gpqa_180,0,1,0.08179315989054534,1258
Gemma4-31B,opencode,GPQA,gpqa_181,0,1,0.0541186565858266,1262
Gemma4-31B,opencode,GPQA,gpqa_182,0,1,0.1321012270754775,816
Gemma4-31B,opencode,GPQA,gpqa_183,0,1,0.04760015785610235,2439
Gemma4-31B,opencode,GPQA,gpqa_184,0,1,0.1381691367144822,21341
Gemma4-31B,opencode,GPQA,gpqa_185,0,1,0.27336296793469156,6019
Gemma4-31B,opencode,GPQA,gpqa_186,0,1,0.09076040336429958,1767
Gemma4-31B,opencode,GPQA,gpqa_187,0,1,0.13088415106413986,657
Gemma4-31B,opencode,GPQA,gpqa_188,0,1,0.08780821708548668,2836
Gemma4-31B,opencode,GPQA,gpqa_189,0,1,0.11379274373585141,5307
Gemma4-31B,opencode,GPQA,gpqa_19,0,1,0.08910947136366326,1609
Gemma4-31B,opencode,GPQA,gpqa_190,0,1,0.052266343528600816,1160
Gemma4-31B,opencode,GPQA,gpqa_191,0,1,0.16854593015032446,750
Gemma4-31B,opencode,GPQA,gpqa_192,0,1,0.2219918840921836,6759
Gemma4-31B,opencode,GPQA,gpqa_193,0,1,0.07845881407381301,1007
Gemma4-31B,opencode,GPQA,gpqa_194,0,1,0.1099221498855665,1093
Gemma4-31B,opencode,GPQA,gpqa_195,0,1,0.12388325078973261,2149
Gemma4-31B,opencode,GPQA,gpqa_196,0,0,0.16618806186169785,1348
Gemma4-31B,opencode,GPQA,gpqa_197,0,1,0.18968226480374442,7107
Gemma4-31B,opencode,GPQA,gpqa_2,0,1,0.13375886159468775,2196
Gemma4-31B,opencode,GPQA,gpqa_20,0,1,0.22802212919096937,4998
Gemma4-31B,opencode,GPQA,gpqa_21,0,1,0.1347416474887001,4445
Gemma4-31B,opencode,GPQA,gpqa_22,0,0,0.12760937038276626,10268
Gemma4-31B,opencode,GPQA,gpqa_23,0,1,0.18343816680213051,1406
Gemma4-31B,opencode,GPQA,gpqa_24,0,1,0.17553495879168743,3840
Gemma4-31B,opencode,GPQA,gpqa_25,0,1,0.06562115734717672,1889
Gemma4-31B,opencode,GPQA,gpqa_26,0,1,0.15014682996094392,2977
Gemma4-31B,opencode,GPQA,gpqa_27,0,1,0.3174263412190049,695
Gemma4-31B,opencode,GPQA,gpqa_28,0,0,0.14817459029555638,27006
Gemma4-31B,opencode,GPQA,gpqa_29,0,1,0.3013936002520725,1403
Gemma4-31B,opencode,GPQA,gpqa_3,0,1,0.18042244558131731,2866
Gemma4-31B,opencode,GPQA,gpqa_30,0,1,0.11063453615690168,6231
Gemma4-31B,opencode,GPQA,gpqa_31,0,0,0.36672808356676295,5117
Gemma4-31B,opencode,GPQA,gpqa_32,0,1,0.0870158811995089,2179
Gemma4-31B,opencode,GPQA,gpqa_33,0,1,0.23802628339812193,1021
Gemma4-31B,opencode,GPQA,gpqa_34,0,1,0.18587193201262633,1945
Gemma4-31B,opencode,GPQA,gpqa_35,0,1,0.12293857479701936,2605
Gemma4-31B,opencode,GPQA,gpqa_36,0,1,0.08476007170634359,2042
Gemma4-31B,opencode,GPQA,gpqa_37,0,1,0.1391861894188125,1405
Gemma4-31B,opencode,GPQA,gpqa_38,0,0,0.25326471167474707,5265
Gemma4-31B,opencode,GPQA,gpqa_39,0,1,0.20244364106154075,2924
Gemma4-31B,opencode,GPQA,gpqa_4,0,1,0.13712103970520073,4290
Gemma4-31B,opencode,GPQA,gpqa_40,0,1,0.24355612016014963,6386
Gemma4-31B,opencode,GPQA,gpqa_41,0,1,0.13610703117809642,2647
Gemma4-31B,opencode,GPQA,gpqa_42,0,1,0.3256766823043801,5100
Gemma4-31B,opencode,GPQA,gpqa_43,0,0,0.3211334407414856,1394
Gemma4-31B,opencode,GPQA,gpqa_44,0,1,0.11364723802859034,2450
Gemma4-31B,opencode,GPQA,gpqa_45,0,1,0.10246522496623163,1028
Gemma4-31B,opencode,GPQA,gpqa_46,0,1,0.2020807500780842,6113
Gemma4-31B,opencode,GPQA,gpqa_47,0,1,0.2885228762869532,1621
Gemma4-31B,opencode,GPQA,gpqa_48,0,1,0.2873973678602379,581
Gemma4-31B,opencode,GPQA,gpqa_49,0,1,0.30049314363026763,1594
Gemma4-31B,opencode,GPQA,gpqa_5,0,1,0.15022180728526857,2535
Gemma4-31B,opencode,GPQA,gpqa_50,0,1,0.1996065892004398,8866
Gemma4-31B,opencode,GPQA,gpqa_51,0,1,0.1002118044833743,1492
Gemma4-31B,opencode,GPQA,gpqa_52,0,1,0.2280747168487983,4836
Gemma4-31B,opencode,GPQA,gpqa_53,0,1,0.17777049802868555,4457
Gemma4-31B,opencode,GPQA,gpqa_54,0,1,0.12510633167711108,1011
Gemma4-31B,opencode,GPQA,gpqa_55,0,1,0.19346806378044412,4508
Gemma4-31B,opencode,GPQA,gpqa_56,0,1,0.10101032291345276,836
Gemma4-31B,opencode,GPQA,gpqa_57,0,1,0.19333470323844817,261
Gemma4-31B,opencode,GPQA,gpqa_58,0,1,0.13010295388526982,5691
Gemma4-31B,opencode,GPQA,gpqa_59,0,1,0.21519818362958792,4306
Gemma4-31B,opencode,GPQA,gpqa_6,0,1,0.18229810307852717,5228
Gemma4-31B,opencode,GPQA,gpqa_60,0,1,0.4048088005289434,3259
Gemma4-31B,opencode,GPQA,gpqa_61,0,1,0.31770564388362516,1422
Gemma4-31B,opencode,GPQA,gpqa_62,0,1,0.3696781869260677,2822
Gemma4-31B,opencode,GPQA,gpqa_63,0,1,0.08672000401883188,5647
Gemma4-31B,opencode,GPQA,gpqa_64,0,0,0.339997240871156,21957
Gemma4-31B,opencode,GPQA,gpqa_65,0,0,0.13903390792525736,14671
Gemma4-31B,opencode,GPQA,gpqa_66,0,1,0.3022535438136458,879
Gemma4-31B,opencode,GPQA,gpqa_67,0,1,0.2025915606715667,3142
Gemma4-31B,opencode,GPQA,gpqa_68,0,1,0.28148186557371685,911
Gemma4-31B,opencode,GPQA,gpqa_69,0,1,0.31216912539291863,6090
Gemma4-31B,opencode,GPQA,gpqa_7,0,1,0.14328139478803267,965
Gemma4-31B,opencode,GPQA,gpqa_70,0,0,0.36765255606185465,1181
Gemma4-31B,opencode,GPQA,gpqa_71,0,1,0.053589070251669646,37401
Gemma4-31B,opencode,GPQA,gpqa_72,0,1,0.368926336472613,3534
Gemma4-31B,opencode,GPQA,gpqa_73,0,1,0.3063469558083656,953
Gemma4-31B,opencode,GPQA,gpqa_74,0,1,0.15503104950678204,2363
Gemma4-31B,opencode,GPQA,gpqa_75,0,1,0.21803650965135604,3020
Gemma4-31B,opencode,GPQA,gpqa_76,0,1,0.2506396916239942,31595
Gemma4-31B,opencode,GPQA,gpqa_77,0,1,0.23914183862601845,13718
Gemma4-31B,opencode,GPQA,gpqa_78,0,0,0.2550660701919804,13914
Gemma4-31B,opencode,GPQA,gpqa_79,0,0,0.24170105946805068,4625
Gemma4-31B,opencode,GPQA,gpqa_8,0,1,0.11092035154383885,1603
Gemma4-31B,opencode,GPQA,gpqa_80,0,1,0.27643161835536356,2074
Gemma4-31B,opencode,GPQA,gpqa_81,0,1,0.20349453903872408,4681
Gemma4-31B,opencode,GPQA,gpqa_82,0,1,0.20891388391563356,12393
Gemma4-31B,opencode,GPQA,gpqa_83,0,1,0.20021287645647337,5347
Gemma4-31B,opencode,GPQA,gpqa_84,0,1,0.20503126742177807,3343
Gemma4-31B,opencode,GPQA,gpqa_85,0,1,0.25438742120213603,10176
Gemma4-31B,opencode,GPQA,gpqa_86,0,0,0.3008307386308656,3225
Gemma4-31B,opencode,GPQA,gpqa_87,0,0,0.31648445006753767,7442
Gemma4-31B,opencode,GPQA,gpqa_88,0,0,0.245777182149106,9571
Gemma4-31B,opencode,GPQA,gpqa_89,0,1,0.2002092077724043,8768
Gemma4-31B,opencode,GPQA,gpqa_9,0,1,0.2363614467567445,9102
Gemma4-31B,opencode,GPQA,gpqa_90,0,1,0.1916864435467433,6401
Gemma4-31B,opencode,GPQA,gpqa_91,0,1,0.23720604480183644,4180
Gemma4-31B,opencode,GPQA,gpqa_92,0,1,0.3506311659036826,790
Gemma4-31B,opencode,GPQA,gpqa_93,0,1,0.18257224796608584,4348
Gemma4-31B,opencode,GPQA,gpqa_94,0,1,0.2531342512355252,4787
Gemma4-31B,opencode,GPQA,gpqa_95,0,1,0.14692904946446836,2453
Gemma4-31B,opencode,GPQA,gpqa_96,0,1,0.27517303859795944,10502
Gemma4-31B,opencode,GPQA,gpqa_97,0,0,0.22828900859937126,13845
Gemma4-31B,opencode,GPQA,gpqa_98,0,1,0.1760406059434626,8556
Gemma4-31B,opencode,GPQA,gpqa_99,0,1,0.19223730424246321,1835
Gemma4-31B,opencode,HLE,hle_1,0,0,0.43678590909601805,7225
Gemma4-31B,opencode,HLE,hle_1008,0,1,0.2591946256094618,3259
Gemma4-31B,opencode,HLE,hle_1009,0,0,0.3226418026408153,5562
Gemma4-31B,opencode,HLE,hle_1012,0,0,0.1736032226407171,2008
Gemma4-31B,opencode,HLE,hle_1019,0,0,0.33945423800234387,3288
Gemma4-31B,opencode,HLE,hle_1021,0,1,0.15118245045858558,1689
Gemma4-31B,opencode,HLE,hle_1022,0,0,0.09720253255164937,56507
Gemma4-31B,opencode,HLE,hle_1023,0,0,0.14484478253049732,2441
Gemma4-31B,opencode,HLE,hle_1024,0,0,0.3504616893927489,2059
Gemma4-31B,opencode,HLE,hle_1031,0,0,0.17927019732006372,4415
Gemma4-31B,opencode,HLE,hle_1038,0,0,0.261084444681097,5047
Gemma4-31B,opencode,HLE,hle_1045,0,0,0.09032177471669268,11294
Gemma4-31B,opencode,HLE,hle_1046,0,1,0.2702043403870546,7385
Gemma4-31B,opencode,HLE,hle_1047,0,0,0.06705350584759298,2634
Gemma4-31B,opencode,HLE,hle_1048,0,0,0.1447232941546524,10693
Gemma4-31B,opencode,HLE,hle_1049,0,0,0.15356917600458186,8484
Gemma4-31B,opencode,HLE,hle_1050,0,0,0.12993215085312798,7257
Gemma4-31B,opencode,HLE,hle_1051,0,1,0.09756832722952617,6870
Gemma4-31B,opencode,HLE,hle_1052,0,0,0.17146499210952287,12914
Gemma4-31B,opencode,HLE,hle_1054,0,0,0.17273270329872198,8561
Gemma4-31B,opencode,HLE,hle_1055,0,1,0.29907034787708026,3007
Gemma4-31B,opencode,HLE,hle_1056,0,0,0.1829859774663684,10729
Gemma4-31B,opencode,HLE,hle_1057,0,0,0.12572993377790598,7110
Gemma4-31B,opencode,HLE,hle_1058,0,0,0.43089023560441186,7436
Gemma4-31B,opencode,HLE,hle_1066,0,0,0.34458529709854024,2085
Gemma4-31B,opencode,HLE,hle_1067,0,1,0.2546203770444018,9988
Gemma4-31B,opencode,HLE,hle_1070,0,1,0.2882863714915912,3039
Gemma4-31B,opencode,HLE,hle_1071,0,0,0.3391892346791956,3799
Gemma4-31B,opencode,HLE,hle_1073,0,0,0.2321769910915561,7997
Gemma4-31B,opencode,HLE,hle_1074,0,1,0.38299782650194997,3267
Gemma4-31B,opencode,HLE,hle_1077,0,0,0.2536799681226275,4776
Gemma4-31B,opencode,HLE,hle_1079,0,0,0.25288562056197617,11140
Gemma4-31B,opencode,HLE,hle_108,0,1,0.09811543910231828,8553
Gemma4-31B,opencode,HLE,hle_1080,0,1,0.3558354436647881,8178
Gemma4-31B,opencode,HLE,hle_1081,0,1,0.16227240833687936,17165
Gemma4-31B,opencode,HLE,hle_1083,0,0,0.2710054060080155,11410
Gemma4-31B,opencode,HLE,hle_1084,0,1,0.337245855098008,2371
Gemma4-31B,opencode,HLE,hle_1088,0,1,0.29826036293181907,8495
Gemma4-31B,opencode,HLE,hle_1089,0,0,0.39602692699993125,4548
Gemma4-31B,opencode,HLE,hle_109,0,0,0.3508507309935307,4259
Gemma4-31B,opencode,HLE,hle_1098,0,0,0.2913323387329793,10724
Gemma4-31B,opencode,HLE,hle_11,0,1,0.16284839269908022,7652
Gemma4-31B,opencode,HLE,hle_1108,0,0,0.15060453276978938,11111
Gemma4-31B,opencode,HLE,hle_1109,0,0,0.09787954532162299,16786
Gemma4-31B,opencode,HLE,hle_111,0,0,0.2743742297899925,3616
Gemma4-31B,opencode,HLE,hle_1116,0,1,0.19627897887378207,3949
Gemma4-31B,opencode,HLE,hle_1119,0,0,0.3645360338682758,5586
Gemma4-31B,opencode,HLE,hle_112,0,1,0.14663759983939992,2971
Gemma4-31B,opencode,HLE,hle_1120,0,0,0.161416727621412,10147
Gemma4-31B,opencode,HLE,hle_1126,0,0,0.08986114797535284,6802
Gemma4-31B,opencode,HLE,hle_1127,0,0,0.06089607518909682,5303
Gemma4-31B,opencode,HLE,hle_1128,0,0,0.10306674172381071,4885
Gemma4-31B,opencode,HLE,hle_1129,0,0,0.24949726580176967,1414
Gemma4-31B,opencode,HLE,hle_1130,0,0,0.07719395159281539,4709
Gemma4-31B,opencode,HLE,hle_1133,0,0,0.33466436992633597,6728
Gemma4-31B,opencode,HLE,hle_1135,0,0,0.321398709764268,1998
Gemma4-31B,opencode,HLE,hle_1137,0,1,0.30019951103565207,817
Gemma4-31B,opencode,HLE,hle_1138,0,0,0.23442267102485584,5697
Gemma4-31B,opencode,HLE,hle_1139,0,0,0.24997687967942578,7154
Gemma4-31B,opencode,HLE,hle_114,0,1,0.23029558927986715,7269
Gemma4-31B,opencode,HLE,hle_115,0,0,0.16493657405061524,3346
Gemma4-31B,opencode,HLE,hle_1150,0,0,0.33911977620861217,5085
Gemma4-31B,opencode,HLE,hle_1153,0,0,0.2165365830883272,4589
Gemma4-31B,opencode,HLE,hle_1159,0,0,0.2740709526431038,2636
Gemma4-31B,opencode,HLE,hle_1166,0,0,0.033163232592088254,96250
Gemma4-31B,opencode,HLE,hle_117,0,0,0.16074184359879795,22094
Gemma4-31B,opencode,HLE,hle_1174,0,0,0.32548353276038955,2970
Gemma4-31B,opencode,HLE,hle_1177,0,0,0.29881144643285446,2121
Gemma4-31B,opencode,HLE,hle_1179,0,0,0.3406181692153302,563
Gemma4-31B,opencode,HLE,hle_118,0,1,0.33886696084081996,7414
Gemma4-31B,opencode,HLE,hle_1182,0,0,0.11917141764851491,4929
